p,1.1197,1.1194,1.1191,1.1188,1.1185,1.1182,1.1179,1.1176,1.1173,1.117,1.1167,1.1164,1.1161,1.1158,1.1155,1.1152,1.1149,1.1146,1.1143,1.114,1.1137,1.1134,1.1131,1.1128,1.1125,1.1122,1.1119,1.1116,1.1113,1.111,1.1107,1.1104,1.1101,1.1098,1.1095,1.1092,1.1089,1.1086,1.1083,1.108,1.1077,1.1074,1.1071,1.1068,1.1065,1.1062,1.1059,1.1056,1.1053,1.105,1.1047,1.1044,1.1041,1.1038,1.1035,1.1032,1.1029,1.1026,1.1023,1.102,1.1017,1.1014,1.1011,1.1008,1.1005,1.1002,1.0999,1.0996,1.0993,1.099,1.0987,1.0984,1.0981,1.0978,1.0975,1.0972,1.0969,1.0966,1.0963,1.096,1.0957,1.0954,1.0951,1.0948,1.0945,1.0942,1.0939,1.0936,1.0933,1.093,1.0927,1.0924,1.0921,1.0918,1.0915,1.0912,1.0909,1.0906,1.0903,1.09,1.0897,1.0894,1.0891,1.0888,1.0885,1.0882,1.0879,1.0876,1.0873,1.087,1.0867,1.0864,1.0861,1.0858,1.0855,1.0852,1.0849,1.0846,1.0843,1.084,1.0837,1.0834,1.0831,1.0828,1.0825,1.0822,1.0819,1.0816,1.0813,1.081,1.0807,1.0804,1.0801,1.0798,1.0795,1.0792,1.0789,1.0786,1.0783,1.078,1.0777,1.0774,1.0771,1.0768,1.0765,1.0762,1.0759,1.0756,1.0753,1.075,1.0747,1.0744,1.0741,1.0738,1.0735,1.0732,1.0729,1.0726,1.0723,1.072,1.0717,1.0714,1.0711,1.0708,1.0705,1.0702,1.0699,1.0696,1.0693,1.069,1.0687,1.0684,1.0681,1.0678,1.0675,1.0672,1.0669,1.0666,1.0663,1.066,1.0657,1.0654,1.0651,1.0648,1.0645,1.0642,1.0639,1.0636,1.0633,1.063,1.0627,1.0624,1.0621,1.0618,1.0615,1.0612,1.0609,1.0606,1.0603,1.06,1.0597,1.0594,1.0591,1.0588,1.0585,1.0582,1.0579,1.0576,1.0573,1.057,1.0567,1.0564,1.0561,1.0558,1.0555,1.0552,1.0549,1.0546,1.0543,1.054,1.0537,1.0534,1.0531,1.0528,1.0525,1.0522,1.0519,1.0516,1.0513,1.051,1.0507,1.0504,1.0501,1.0498,1.0495,1.0492,1.0489,1.0486,1.0483,1.048,1.0477,1.0474,1.0471,1.0468,1.0465,1.0462,1.0459,1.0456,1.0453,1.045,1.0447,1.0444,1.0441,1.0438,1.0435,1.0432,1.0429,1.0426,1.0423,1.042,1.0417,1.0414,1.0411,1.0408,1.0405,1.0402,1.0399,1.0396,1.0393,1.039,1.0387,1.0384,1.0381,1.0378,1.0375,1.0372,1.0369,1.0366,1.0363,1.036,1.0357,1.0354,1.0351,1.0348,1.0345,1.0342,1.0339,1.0336,1.0333,1.033,1.0327,1.0324,1.0321,1.0318,1.0315,1.0312,1.0309,1.0306,1.0303,1.03,1.0297,1.0294,1.0291,1.0288,1.0285,1.0282,1.0279,1.0276,1.0273,1.027,1.0267,1.0264,1.0261,1.0258,1.0255,1.0252,1.0249,1.0246,1.0243,1.024,1.0237,1.0234,1.0231,1.0228,1.0225,1.0222,1.0219,1.0216,1.0213,1.021,1.0207,1.0204,1.0201,1.0198,1.0195,1.0192,1.0189,1.0186,1.0183,1.018,1.0177,1.0174,1.0171,1.0168,1.0165,1.0162,1.0159,1.0156,1.0153,1.015,1.0147,1.0144,1.0141,1.0138,1.0135,1.0132,1.0129,1.0126,1.0123,1.012,1.0117,1.0114,1.0111,1.0108,1.0105,1.0102,1.0099,1.0096,1.0093,1.009,1.0087,1.0084,1.0081,1.0078,1.0075,1.0072,1.0069,1.0066,1.0063,1.006,1.0057,1.0054,1.0051,1.0048,1.0045,1.0042,1.0039,1.0036,1.0033,1.003,1.0027,1.0024,1.0021,1.0018,1.0015,1.0012,1.0009,1.0006,1.0003,1
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,33,33,33,33,33,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,37,37,37,37,37,37,37,37,37,37,37,38,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,40,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,45,45,45,45,45,45,45,46,46,46,46
