p,1.20462,1.20424,1.20386,1.20348,1.2031,1.20272,1.20234,1.20196,1.20158,1.2012,1.20082,1.20044,1.20006,1.19968,1.1993,1.19892,1.19854,1.19816,1.19778,1.1974,1.19702,1.19664,1.19626,1.19588,1.1955,1.19512,1.19474,1.19436,1.19398,1.1936,1.19322,1.19284,1.19246,1.19208,1.1917,1.19132,1.19094,1.19056,1.19018,1.1898,1.18942,1.18904,1.18866,1.18828,1.1879,1.18752,1.18714,1.18676,1.18638,1.186,1.18562,1.18524,1.18486,1.18448,1.1841,1.18372,1.18334,1.18296,1.18258,1.1822,1.18182,1.18144,1.18106,1.18068,1.1803,1.17992,1.17954,1.17916,1.17878,1.1784,1.17802,1.17764,1.17726,1.17688,1.1765,1.17612,1.17574,1.17536,1.17498,1.1746,1.17422,1.17384,1.17346,1.17308,1.1727,1.17232,1.17194,1.17156,1.17118,1.1708,1.17042,1.17004,1.16966,1.16928,1.1689,1.16852,1.16814,1.16776,1.16738,1.167,1.16662,1.16624,1.16586,1.16548,1.1651,1.16472,1.16434,1.16396,1.16358,1.1632,1.16282,1.16244,1.16206,1.16168,1.1613,1.16092,1.16054,1.16016,1.15978,1.1594,1.15902,1.15864,1.15826,1.15788,1.1575,1.15712,1.15674,1.15636,1.15598,1.1556,1.15522,1.15484,1.15446,1.15408,1.1537,1.15332,1.15294,1.15256,1.15218,1.1518,1.15142,1.15104,1.15066,1.15028,1.1499,1.14952,1.14914,1.14876,1.14838,1.148,1.14762,1.14724,1.14686,1.14648,1.1461,1.14572,1.14534,1.14496,1.14458,1.1442,1.14382,1.14344,1.14306,1.14268,1.1423,1.14192,1.14154,1.14116,1.14078,1.1404,1.14002,1.13964,1.13926,1.13888,1.1385,1.13812,1.13774,1.13736,1.13698,1.1366,1.13622,1.13584,1.13546,1.13508,1.1347,1.13432,1.13394,1.13356,1.13318,1.1328,1.13242,1.13204,1.13166,1.13128,1.1309,1.13052,1.13014,1.12976,1.12938,1.129,1.12862,1.12824,1.12786,1.12748,1.1271,1.12672,1.12634,1.12596,1.12558,1.1252,1.12482,1.12444,1.12406,1.12368,1.1233,1.12292,1.12254,1.12216,1.12178,1.1214,1.12102,1.12064,1.12026,1.11988,1.1195,1.11912,1.11874,1.11836,1.11798,1.1176,1.11722,1.11684,1.11646,1.11608,1.1157,1.11532,1.11494,1.11456,1.11418,1.1138,1.11342,1.11304,1.11266,1.11228,1.1119,1.11152,1.11114,1.11076,1.11038,1.11,1.10962,1.10924,1.10886,1.10848,1.1081,1.10772,1.10734,1.10696,1.10658,1.1062,1.10582,1.10544,1.10506,1.10468,1.1043,1.10392,1.10354,1.10316,1.10278,1.1024,1.10202,1.10164,1.10126,1.10088,1.1005,1.10012,1.09974,1.09936,1.09898,1.0986,1.09822,1.09784,1.09746,1.09708,1.0967,1.09632,1.09594,1.09556,1.09518,1.0948,1.09442,1.09404,1.09366,1.09328,1.0929,1.09252,1.09214,1.09176,1.09138,1.091,1.09062,1.09024,1.08986,1.08948,1.0891,1.08872,1.08834,1.08796,1.08758,1.0872,1.08682,1.08644,1.08606,1.08568,1.0853,1.08492,1.08454,1.08416,1.08378,1.0834,1.08302,1.08264,1.08226,1.08188,1.0815,1.08112,1.08074,1.08036,1.07998,1.0796,1.07922,1.07884,1.07846,1.07808,1.0777,1.07732,1.07694,1.07656,1.07618,1.0758,1.07542,1.07504,1.07466,1.07428,1.0739,1.07352,1.07314,1.07276,1.07238,1.072,1.07162,1.07124,1.07086,1.07048,1.0701,1.06972,1.06934,1.06896,1.06858,1.0682,1.06782,1.06744,1.06706,1.06668,1.0663,1.06592,1.06554,1.06516,1.06478,1.0644,1.06402,1.06364,1.06326,1.06288,1.0625,1.06212,1.06174,1.06136,1.06098,1.0606,1.06022,1.05984,1.05946,1.05908,1.0587,1.05832,1.05794,1.05756,1.05718,1.0568,1.05642,1.05604,1.05566,1.05528,1.0549,1.05452,1.05414,1.05376,1.05338,1.053,1.05262,1.05224,1.05186,1.05148,1.0511,1.05072,1.05034,1.04996,1.04958,1.0492,1.04882,1.04844,1.04806,1.04768,1.0473,1.04692,1.04654,1.04616,1.04578,1.0454,1.04502,1.04464,1.04426,1.04388,1.0435,1.04312,1.04274,1.04236,1.04198,1.0416,1.04122,1.04084,1.04046,1.04008,1.0397,1.03932,1.03894,1.03856,1.03818,1.0378,1.03742,1.03704,1.03666,1.03628,1.0359,1.03552,1.03514,1.03476,1.03438,1.034,1.03362,1.03324,1.03286,1.03248,1.0321,1.03172,1.03134,1.03096,1.03058,1.0302,1.02982,1.02944,1.02906,1.02868,1.0283,1.02792,1.02754,1.02716,1.02678,1.0264,1.02602,1.02564,1.02526,1.02488,1.0245,1.02412,1.02374,1.02336,1.02298,1.0226,1.02222,1.02184,1.02146,1.02108,1.0207,1.02032,1.01994,1.01956,1.01918,1.0188,1.01842,1.01804,1.01766,1.01728,1.0169,1.01652,1.01614,1.01576,1.01538,1.015,1.01462,1.01424,1.01386,1.01348,1.0131,1.01272,1.01234,1.01196,1.01158,1.0112,1.01082,1.01044,1.01006,1.00968,1.0093,1.00892,1.00854,1.00816,1.00778,1.0074,1.00702,1.00664,1.00626,1.00588,1.0055,1.00512,1.00474,1.00436,1.00398,1.0036,1.00322,1.00284,1.00246,1.00208,1.0017,1.00132,1.00094,1.00056,1.00018
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,12,13,13,13,13,14,14,14,14,15,15,15,15,15,16,16,16,16,16,17,17,17,17,17,18,18,18,18,18,18,19,19,19,19,19,19,20,20,20,20,20,21,21,21,21,21,21,22,22,22,22,22,22,23,23,23,23,23,23,24,24,24,24,24,24,25,25,25,25,25,26,26,26,26,26,27,27,27,27,27,27,28,28,28,28,28,29,29,29,29,30,30,30,30,30,31,31,31,31,31,32,32,32,32,33,33,33,33,34,34,34,34,35,35,35,36,36,36,36,37,37,37,38,38,38,39,39,39,40,40,40,41,41,41,42,42,43,43,43,44,44,45,45,46,46,47,47,48,48,49,50,50,51,52,52,53,54,55,56,57,58,59,60,61,61,61,61,61,61,61,61,61,61,61
