,r_id,resource,keff,ReacValue,p0,alpha,nearest_k
1323,7,ap1000,1.042914334455948,4114.84750359049,1.0,0.4027777777777778,1.04274
1324,8,ap1000,1.0380031248965285,3661.176347645074,1.0,0.3333333333333333,1.0378
1325,4,ap1000,1.0449198745908024,4298.882209355363,1.0,0.0138888888888888,1.04464
1326,5,ap1000,1.0425195421825832,4078.536704795556,1.0,0.0138888888888888,1.04236
1327,6,ap1000,1.0415404587961083,3988.3672732333375,1.0,0.3055555555555556,1.04122
1328,7,ap1000,1.042914334455948,4114.84750359049,1.0,0.0,1.04274
1329,8,ap1000,1.0368661248965283,3555.5337387656946,1.0,1.0,1.03666
1330,4,ap1000,1.0437828745908024,4194.634311083784,1.0,1.0,1.0435
1331,5,ap1000,1.0413825421825833,3973.807943414495,1.0,1.0,1.04122
1332,6,ap1000,1.0404034587961084,3883.441414435591,1.0,1.0,1.04008
1333,7,ap1000,1.042914334455948,4114.84750359049,1.0,0.0,1.04274
1334,8,ap1000,1.0357291248965284,3449.6591857545545,1.0,1.0,1.03552
1335,4,ap1000,1.0436407495908024,4181.587352536148,1.0,0.125,1.0435
1336,5,ap1000,1.0402455421825834,3868.850242620841,1.0,1.0,1.04008
1337,6,ap1000,1.0402455421294416,3868.8502377099103,1.0,0.1388888888888889,1.04008
1338,7,ap1000,1.042914334455948,4114.84750359049,1.0,0.0,1.04274
1339,8,ap1000,1.0345921248965284,3343.551923903155,1.0,1.0,1.03438
1340,4,ap1000,1.0429774995908023,4120.654530674358,1.0,0.5833333333333334,1.04274
1341,5,ap1000,1.04011920884925,3857.17411119025,1.0,0.1111111111111111,1.04008
1342,6,ap1000,1.040135000462775,3858.6337778190496,1.0,0.0972222222222222,1.04008
1343,7,ap1000,1.0428985427892812,4113.395601699376,1.0,0.0138888888888888,1.04274
1344,8,ap1000,1.0341499582298617,3302.2249779244407,1.0,0.3888888888888889,1.034
1345,4,ap1000,1.0429617079241356,4119.202804640318,1.0,0.0138888888888888,1.04274
1346,5,ap1000,1.0392980421825833,3781.2100655992,1.0,0.7222222222222222,1.03894
1347,6,ap1000,1.0397717921294416,3825.050114890056,1.0,0.3194444444444423,1.0397
1348,7,ap1000,1.0417615427892812,4008.742987139468,1.0,1.0,1.0416
1349,8,ap1000,1.0336919998965284,3259.3847973962183,1.0,0.4027777777777778,1.03362
1350,4,ap1000,1.0418247079241356,4014.562872814996,1.0,1.0,1.0416
1351,5,ap1000,1.0391559171825833,3768.050254551304,1.0,0.125,1.03894
1352,6,ap1000,1.0396296671294416,3811.902293906684,1.0,0.125,1.03932
1353,7,ap1000,1.0410351261226145,3941.761914936705,1.0,0.6388888888888888,1.04084
1354,8,ap1000,1.0335498748965284,3246.081849691788,1.0,0.125,1.03324
1355,4,ap1000,1.0412246245908023,3959.2441071016233,1.0,0.5277777777777778,1.04122
1356,5,ap1000,1.0391559171825833,3768.050254551304,1.0,0.0,1.03894
1357,6,ap1000,1.0396296671294416,3811.902293906684,1.0,0.0,1.03932
1358,7,ap1000,1.040624542797708,3903.8616837240106,1.0,0.361111103699774,1.04046
1359,8,ap1000,1.0327444998965285,3170.629318268844,1.0,0.7083333333333334,1.03248
1360,4,ap1000,1.0400876245908024,3854.2545496177695,1.0,1.0,1.04008
1361,5,ap1000,1.0384452921825833,3702.197166475642,1.0,0.625,1.03818
1362,6,ap1000,1.0396138754627748,3810.441203003478,1.0,0.0138888888888888,1.03932
1363,7,ap1000,1.0394875427977082,3798.750939470636,1.0,1.0,1.03932
1364,8,ap1000,1.0327287082298615,3169.148680485512,1.0,0.0138888888888888,1.03248
1365,4,ap1000,1.0389506245908025,3749.0351965612817,1.0,1.0,1.03894
1366,5,ap1000,1.0379241671825834,3653.8475913445113,1.0,0.4583333333333333,1.0378
1367,6,ap1000,1.0396138754627748,3810.441203003478,1.0,0.0,1.03932
1368,7,ap1000,1.0389664177977085,3750.498296211073,1.0,0.4583333333333333,1.03894
1369,8,ap1000,1.0321917915631948,3118.780039360925,1.0,0.4722222222222222,1.0321
1370,4,ap1000,1.038445291257469,3702.197080687333,1.0,0.4444444444444444,1.03818
1371,5,ap1000,1.0379241671825834,3653.8475913445113,1.0,0.0,1.0378
1372,6,ap1000,1.039598083796108,3808.980067711848,1.0,0.0138888888888888,1.03932
1373,7,ap1000,1.0388085012286694,3735.866734125487,1.0,0.1388888030247252,1.03856
1374,8,ap1000,1.031054791563195,3011.9438673198297,1.0,1.0,1.03096
